Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05524118591504344,0.0633649630067875,0.05524118591504344,0.06065662205219269,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06065661475936356,0.0639064989369352,0.06065661475936356,0.06282278895378113,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06282280293025468,0.06444805682359074,0.06282280293025468,0.06390651315450668,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06390651992023584,0.06444806364665269,0.06173972212841867,0.06228126585483551,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06228128509258566,0.06282282898627725,0.0606566534115109,0.061198197305202484,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.061198181026184184,0.061198181026184184,0.05903200602763108,0.05957354977726936,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05957353304185943,0.06065662023687489,0.056865815054320784,0.05794890224933624,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.0579488773657192,0.0579488773657192,0.05578270390585697,0.056324247270822525,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.056324284258622265,0.05740737169981003,0.05578274053802838,0.05740737169981003,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05740735863341857,0.05957353302275482,0.05686581503608451,0.05903198942542076,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05903201867254896,0.06011510640382767,0.05903201867254896,0.06011510640382767,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.06011509352690764,0.06011509352690764,0.05849046227799281,0.05957354977726936,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05957353302275482,0.05957353302275482,0.05903198942542076,0.05903198942542076,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05903200602763108,0.06065663727654591,0.05903200602763108,0.05957354977726936,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.06011510640382767,0.06173973800074572,0.06011510640382767,0.06011510640382767,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.06011510640382767,0.06065665026946702,0.06011510640382767,0.06011510640382767,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.06011507662008888,0.06065662021742294,0.057948902230752636,0.05903198942542076,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05903200602763108,0.06065663727654591,0.05903200602763108,0.05957354977726936,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05957353482476284,0.06119816566590761,0.05957353482476284,0.06065662205219269,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.0606566534115109,0.061739741198894076,0.05957356562412773,0.061198197305202484,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06173972212841867,0.063364976193819,0.06173972212841867,0.06228126585483551,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06228124540517674,0.06336495538833081,0.06228124540517674,0.06282278895378113,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06282278895378113,0.06282278895378113,0.06065661475936356,0.06282278895378113,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.0628228135768348,0.06553115526732156,0.06228126981597533,0.0649896115064621,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06498962796034474,0.0655311718583107,0.06498962796034474,0.0655311718583107,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06553114231925021,0.06553114231925021,0.06282280116389519,0.06336496770381927,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06336496770381927,0.06390651135767701,0.06173971385617972,0.06336496770381927,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.063364976193819,0.063364976193819,0.06228126585483551,0.06228126585483551,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06228125048155711,0.06282279407430129,0.06173970688881293,0.06255201995372772,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06255203657805389,0.06986350223345106,0.0622812670339214,0.06878041476011276,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06932196724261945,0.07609189001545834,0.06932196724261945,0.07311339676380157,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07311337620999553,0.07419646351549886,0.07257120967117878,0.07365491986274719,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07365494010614657,0.07365494010614657,0.07094659821195969,0.0714881420135498,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07148815219889001,0.07202969607763711,0.06823888892640753,0.06986352056264877,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06986350223345106,0.06986350223345106,0.06769732728677447,0.06878041476011276,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06878041476011276,0.06986350223345106,0.06823887102344361,0.06878041476011276,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06878040552278364,0.06878040552278364,0.06823886185884476,0.06823886185884476,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06878041476011276,0.06986350223345106,0.06878041476011276,0.06878041476011276,9734400,0.0,0.0
